Person,Text,Predicted Category,Predicted Quality,Predicted Sentiment,Predicted Thank Customer,Predicted Introduce Self,Predicted Ask Reason,Predicted Ask Accurate Details,Predicted Ask Permission,Predicted Resolve Issue,Predicted Offer Assistance,Predicted Thank Again,Predicted Farewell
C,"Karen America, September 15 1985.",Account Verification,Positive,0.77,1,0,0,0,0,0,0,0,0
C,The account is under my name.,Problem Investigation,Positive,0.6,1,0,0,0,0,0,0,0,0
C,Hello?,Greetings,Neutral,0.56,0,0,0,0,0,0,0,0,0
A,"Hello, I'm still here ma'am.",Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
A,Sorry. I'm still checking some information.,Problem Investigation,Positive,0.64,2,0,0,0,0,0,0,0,0
C,Why is it taking you so long?,Problem Investigation,Neutral,0.46,2,0,0,0,0,0,0,0,0
C,Don't you guys already know this stuff?,Problem Investigation,Negative,0.25,2,0,0,0,0,0,1,0,0
C,You keep fooling people.,Problem Investigation,Negative,0.23,2,0,0,0,0,0,0,0,0
C,You must know what to do already.,Problem Investigation,Neutral,0.56,2,0,0,0,0,0,0,0,0
A,"Okay, according to our systems data you did pay your last bill last October 20, which was two days ago in one of our affiliated payment centers.",Problem Investigation,Neutral,0.64,2,0,0,0,0,0,0,0,0
A,"Unfortunately when you pay through that affiliated center, it takes about 2 to 3 business days more to complete the payment processing.",Problem Investigation,Neutral,0.73,2,0,0,0,0,0,0,0,0
A,So that means that the system considered the payment as still pending and not completed yet.,Problem Investigation,Neutral,0.4,2,0,0,0,0,0,0,0,0
A,"So the connection has been cut off, but.",Problem Investigation,Neutral,0.4,2,0,0,0,0,0,0,0,0
C,Are you kidding me?,Problem Investigation,Negative,0.27,2,0,0,0,0,0,0,0,0
C,Why have affiliated payment centers when you can't even process the payment on time?,Problem Investigation,Negative,0.31,2,0,0,0,0,0,0,0,0
C,So it's my fault?,Problem Investigation,Neutral,0.36,2,0,0,0,0,0,0,0,0
C,You guys told me I could pay at affiliated centers and that's what I did and now I'm at fault.,Problem Investigation,Negative,0.2,2,0,0,0,0,0,0,0,0
C,"Now, I can't continue with my online job because of you or actually because of me?",Problem Investigation,Negative,0.26,2,0,0,0,0,0,0,0,0
C,That's ridiculous!,Problem Investigation,Negative,0.26,2,0,0,0,0,0,0,0,0
A,"I am really sorry, Miss America.",Problem Investigation,Positive,0.78,2,0,0,0,0,0,0,0,0
A,I understand your situation is very tough right now.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
C,"Really, huh?",Problem Investigation,Neutral,0.63,2,0,0,0,0,0,0,0,0
A,"But, what I can do is to open a ticket or submit a report so that the other department assigned can manually complete your payment and reconnect your internet.",Problem Investigation,Neutral,0.59,2,0,0,0,0,0,1,0,0
A,I just need the payment ID number ma'am and which center did you make the payment?,Problem Investigation,Neutral,0.62,2,0,0,0,0,0,0,0,0
C,Why do you have to ask for that? ,Problem Investigation,Negative,0.28,2,0,0,0,0,0,0,0,0
C,You just said so yourself you've seen my payment as pending?,Problem Investigation,Neutral,0.2,2,0,0,0,0,0,0,0,0
A,"Yeah, and just want to verify it.",Problem Investigation,Positive,0.53,2,0,0,0,0,0,0,0,0
C,"At the Strawberry Mall, my payment ID. Hold on a second. One one one two eight five six nine seven four.",Problem Investigation,Neutral,0.38,2,0,0,0,0,0,0,0,0
A,"Thanks so much for your patience, Miss America.",Closure,Positive,0.77,3,0,0,0,0,0,0,0,0
A,I'm going to submit the report,Problem Investigation,Negative,0.3,2,0,0,0,0,0,0,0,0
C,"Please just stay on the line for a minute, Ma'am.",Problem Investigation,Neutral,0.51,2,0,0,0,0,0,0,0,0
A,"I'm done with the report, please expect to have your connection reinstated within 24 hours.",Problem Investigation,Positive,0.55,2,0,0,0,0,0,0,0,0
A,We will send you a text message as well to your phone number and file.,Problem Investigation,Positive,0.82,2,0,0,0,1,0,0,0,0
C,Within 24 hours?,Problem Investigation,Neutral,0.46,1,0,0,0,0,0,0,0,0
C,Can you make it faster than that?,Problem Investigation,Neutral,0.62,2,0,0,0,0,0,0,0,0
A,"As much as I'd love to that has been a turnaround time for reconnection since then, so to give enough time for the team to manually complete the payment.",Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
C,"Okay fine, as if I have a choice.",Problem Investigation,Neutral,0.44,2,0,0,0,0,0,0,0,0
A,"Again, I'm really sorry.",Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
A,Is there anything else?,Problem Investigation,Neutral,0.5,2,0,0,0,0,0,0,0,0
C,"Nothing, just make sure you reconnect my line as soon as possible.",Problem Investigation,Positive,0.56,2,0,0,0,0,0,0,0,0
A,"Bye, yes, ma'am. ",Closure,Positive,0.78,3,0,0,0,0,0,0,0,0
A,Thank you for calling XYZ.,Closure,Positive,0.8,3,1,0,0,0,0,0,0,0
C,Hello.,Greetings,Positive,0.57,0,0,0,0,0,0,0,0,0
A,Hello.,Greetings,Positive,0.57,0,0,0,0,0,0,0,0,0
A,Good morning. ,Problem Investigation,Positive,0.76,3,0,0,0,0,0,0,0,0
A,My name is Kate.,Greetings,Positive,0.78,0,0,1,0,0,0,0,0,0
A,"Calling from deluxe credit card, may I speak with miss Anastasia Robinson?",Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
C,"Yes, this is her.",Problem Investigation,Positive,0.68,0,0,0,0,0,0,0,0,0
A,"Hi, good morning Miss Robinson.",Greetings,Positive,0.86,0,0,0,0,0,0,0,0,0
A,I'm calling because deluxe credit card actually has a good news for you.,Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
A,Do you have 5 to 7 minutes to talk?,Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
C,"Okay, go ahead",Problem Investigation,Positive,0.83,2,0,0,0,0,0,0,0,0
C,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,So we are well aware that you have been a valued customer of deluxe for 8 years now. ,Problem Investigation,Positive,0.78,2,0,0,0,0,0,0,0,0
A,"And, we would like to reward you with a platinum MasterCard that has amazing benefits and free annual fee for life.",Problem Investigation,Positive,0.69,2,0,0,0,0,0,0,0,0
A,How does that sound to you?,Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
C,Thank you. Appreciate it.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
C,So what do I get from that platinum?,Problem Investigation,Neutral,0.38,2,0,0,0,0,0,0,0,0
A,Yes ma'am.,Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
A,The Platinum MasterCard is a highly prestigious card for highly career oriented individuals like you.,Problem Investigation,Positive,0.76,2,0,0,0,0,0,0,0,0
A,"This card has non-expiring rewards points, free travel insurance up to $20,000, repurchase protection up to $1000, free access to the sky view lounges in different airports locally and abroad, up to five supplementary card. holders with free annual membership fees for life.",Problem Investigation,Positive,0.42,2,0,0,0,0,0,0,0,0
A,"And as mentioned, your annual fee will automatically be waived as well.",Problem Investigation,Neutral,0.39,2,0,0,0,0,0,0,0,0
A,Of course it also has a higher credit limit than your usual plastic or regular credit cards.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,1,0,0
A,Ok that sounds good?,Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
C,Sounds great.,Problem Investigation,Positive,0.61,2,0,0,0,0,0,0,0,0
A,"Since you are already pre-approved, I just need to confirm your building address, phone number and email address.",Problem Investigation,Positive,0.77,1,0,0,0,1,0,0,0,0
C,"Ok, my building address is apartment 152, Emerald Building, Rock Street Los Angeles, California.",Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
C,Email is annarobinson@aol.com.,Problem Investigation,Positive,0.8,1,0,0,0,0,0,0,0,0
C,And my phone is 2138970362.,Account Verification,Positive,0.74,1,0,0,0,0,0,0,0,0
A,"Got it, thank you so much.",Problem Investigation,Positive,0.76,3,0,0,0,0,0,0,0,0
A,I'll have this submitted and please expect your card in 10 business days and don't hesitate to call our toll-free number for any assistance.,Problem Investigation,Positive,0.75,2,0,0,0,0,0,0,0,0
A,"Welcome, thank you so much, bye.",Closure,Positive,0.85,3,0,0,0,0,0,0,0,0
C,"Thank you, bye.",Closure,Positive,0.8,3,0,0,0,0,0,0,0,0
A,Thanks for calling quick Internet.,Problem Investigation,Positive,0.83,2,0,0,0,0,0,0,0,0
A,My name is Anna.,Greetings,Positive,0.82,0,0,1,0,0,0,0,0,0
A,Can I have your phone number or your account number please?,Account Verification,Positive,0.84,1,0,0,0,1,1,0,0,0
C,Your who?,Account Verification,Neutral,0.69,1,0,0,0,0,0,0,0,0
C,What?,Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
C,"Can you speak a little slower, would you?",Problem Investigation,Neutral,0.69,2,0,0,0,0,0,0,0,0
A,Anything for you.,Problem Investigation,Neutral,0.45,2,0,0,0,0,0,0,0,0
A,"So, I would say my name is Anna.",Problem Investigation,Positive,0.75,0,0,0,0,0,0,0,0,0
A,Can I have your account or phone number please?,Account Verification,Positive,0.84,1,0,0,0,1,1,0,0,0
C,My account is 4 5 6 7 8 9 1 5 6 0.,Problem Investigation,Positive,0.61,2,0,0,0,0,0,0,0,0
C,I just want to say Anna that I thought you are quick Internet but look at what you did.,Problem Investigation,Neutral,0.44,2,0,0,0,0,0,0,0,0
C,Why can't I access my internet today?,Problem Investigation,Negative,0.16,2,0,0,0,0,0,0,0,0
C,I can't play my games.,Problem Investigation,Negative,0.16,2,0,0,0,0,0,0,0,0
A,Oh that's very inconvenient.,Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
A,"I understand how you feel, your friends online might already be waiting for you but don't you worry, you've got the right person on the line to help you.",Problem Investigation,Positive,0.7,2,0,0,0,0,0,0,0,0
A,May I know the name of the account?,Account Verification,Neutral,0.74,1,0,0,0,1,1,0,0,0
C,What? What's that?,Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
C,"I feel like you're under water, are you?",Problem Investigation,Neutral,0.39,2,0,0,0,0,0,0,0,0
A,"Oh no, I'm sorry about that it could be my phone connection.",Problem Investigation,Neutral,0.68,2,0,0,0,0,0,0,0,0
A,Let me fix it in 3 seconds here.,Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
A,Can you hear me ok now?,Problem Investigation,Neutral,0.47,2,0,0,0,0,0,0,0,0
C,"Yeah, a lot better.",Problem Investigation,Positive,0.5,2,0,0,0,0,0,0,0,0
A,Sounds great so I was saying may I know the name on the account?,Problem Investigation,Positive,0.79,2,0,0,0,1,1,0,0,0
C,My name?,Account Verification,Neutral,0.53,1,0,0,0,1,0,0,0,0
A,"Yes, if the account is under your name.",Account Verification,Positive,0.67,1,0,0,0,1,0,0,0,0
C,"Yes, it's Anjoe Jones.",Greetings,Positive,0.79,0,0,0,0,0,0,0,0,0
A,Thank You Mr. Jones.,Problem Investigation,Positive,0.83,1,0,0,0,0,0,0,0,0
C,What did you say?,Problem Investigation,Neutral,0.44,2,0,0,0,0,0,0,0,0
A,Oh I just said thank you Mr. Jones.,Problem Investigation,Positive,0.81,2,0,0,0,0,0,0,0,0
A,"So, you mentioned you don't have internet today. ",Problem Investigation,Positive,0.68,2,0,0,0,0,0,0,0,0
A,"Shows here that you don't have a DSL signal, that's why.you cannot connect",Problem Investigation,Neutral,0.43,2,0,0,0,0,0,1,0,0
A,We can actually fix this over the phone and I'd be glad to walk you through.,Problem Investigation,Positive,0.81,2,0,0,0,0,0,0,0,0
A,Would that be fine?,Problem Investigation,Positive,0.84,2,0,0,0,0,0,1,0,0
C,I already did everything before I called.,Problem Investigation,Negative,0.41,2,0,0,0,0,0,0,0,0
A,That's great.,Problem Investigation,Positive,0.73,2,0,0,0,0,0,0,0,0
A,"Let me ask, can you please check your modem now and tell me which lights are on?",Problem Investigation,Neutral,0.53,2,0,0,0,0,0,1,0,0
C,Seriously!,Problem Investigation,Negative,0.29,2,0,0,0,0,0,0,0,0
C,"Okay, I have to go back to my brother's room.",Problem Investigation,Neutral,0.6,2,0,0,0,0,0,0,0,0
A,Please check.,Problem Investigation,Positive,0.58,2,0,0,0,0,0,0,0,0
C,"Okay., the rest of the of the lights are green but the DSL was red.",Problem Investigation,Neutral,0.6,2,0,0,0,0,0,0,0,0
A,"Alright, clearly, there is something wrong with your signal which is highly likely connected to your cell phone service.",Problem Investigation,Neutral,0.57,2,0,0,0,0,0,1,0,0
A,Can you please check again your telephone cord is connected to your modem?,Problem Investigation,Neutral,0.55,2,0,0,0,0,0,1,0,0
C,"Wow, so I have to go back again?",Problem Investigation,Neutral,0.49,2,0,0,0,0,0,0,0,0
A,"Don't worry, that's the last thing we have to check if the cord is indeed not connected tightly plug it back into your modem and everything should be good so that we do not have to call a technician to check out what's wrong with the modem.",Problem Investigation,Neutral,0.7,2,0,0,0,0,0,1,0,0
C,"Okay fine, just don't hang up!",Problem Investigation,Neutral,0.57,2,0,0,0,0,0,0,0,0
A,Of course! I won't.,Problem Investigation,Neutral,0.22,2,0,0,0,0,0,0,0,0
C,I just found out the cord was disconnected.,Problem Investigation,Neutral,0.53,2,0,0,0,0,0,0,0,0
C,Probably my brother.,Account Verification,Neutral,0.53,2,0,0,0,0,0,0,0,0
C,I can see the DSL light is green.,Problem Investigation,Neutral,0.65,2,0,0,0,0,0,1,0,0
A,Oh that's good to know.,Problem Investigation,Positive,0.82,2,0,0,0,0,0,0,0,0
A,Can you try accessing some website?,Problem Investigation,Positive,0.79,2,0,0,0,1,1,1,0,0
C,Okay I can access my online games now and Facebook too.,Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
C,"Yeah, I think you solved it.",Problem Investigation,Positive,0.81,2,0,0,0,0,0,0,0,0
A,My pleasure to assist you.,Closure,Positive,0.86,2,0,0,0,0,0,0,0,0
A,Have I addressed your concerns?,Closure,Positive,0.8,3,0,0,0,0,0,0,1,0
C,You sure did.,Problem Investigation,Positive,0.56,3,0,0,0,0,0,0,0,0
C,I'll tell my brother.,Problem Investigation,Neutral,0.45,2,0,0,0,0,0,0,0,0
C,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,Thanks for calling Quick Internet.,Problem Investigation,Positive,0.83,2,0,0,0,0,0,0,0,0
A,Once again this is Anna.,Problem Investigation,Positive,0.81,0,0,0,0,0,0,0,0,0
A,Have a wonderful day.,Closure,Positive,0.84,3,0,0,0,0,0,0,0,0
A,Thank you for calling Sprites.,Closure,Positive,0.83,3,1,0,0,0,0,0,0,0
A,My name is Rhea.,Greetings,Positive,0.71,0,0,1,0,0,0,0,0,0
A,How can I help you today?,Greetings,Positive,0.78,0,0,0,1,0,0,0,0,0
C,"Hi, my name is Francis and I have a question about my bill.",Problem Investigation,Positive,0.73,0,0,0,0,0,0,0,0,0
A,Oh hi Francis.,Problem Investigation,Positive,0.85,0,0,0,0,0,0,0,0,0
A,I'll be glad to answer any questions that you have about your bill.,Problem Investigation,Positive,0.61,2,0,0,0,0,0,0,0,0
A,May I have the account number or the phone number of the account?,Account Verification,Neutral,0.67,1,0,0,0,1,1,0,0,0
C,Ok the account number is 1 2 3 4 5.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,Great! Thank you. ,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,"So, may I know what your question is?",Problem Investigation,Neutral,0.52,2,0,0,0,0,0,0,0,0
C,"Oh it's like this, last month, my bill was $25 but for this month it shows that I need to pay $35.",Problem Investigation,Neutral,0.32,2,0,0,0,0,0,0,0,0
C,What's going on?,Problem Investigation,Neutral,0.43,2,0,0,0,0,0,0,0,0
A,Oh I see.,Problem Investigation,Neutral,0.66,2,0,0,0,0,0,0,0,0
A,"I understand sometimes looking at your bill can be quite confusing. So, let me check your account and let's go through this together ok?",Problem Investigation,Neutral,0.66,2,0,0,0,0,0,0,0,0
A,By the way do you have a copy of your bill right now?,Problem Investigation,Positive,0.68,2,0,0,0,0,0,0,0,0
C,Um yes.,Problem Investigation,Positive,0.61,2,0,0,0,0,0,0,0,0
A,That's great.,Problem Investigation,Positive,0.73,2,0,0,0,0,0,0,0,0
A,Let's go over your bill together and see the difference.,Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
A,"Upon checking your account., yes, you're right.",Problem Investigation,Positive,0.56,2,0,0,0,0,0,0,0,0
A,The bill last month was $25 however this billing period there is an additional charge of 10 dollars for a data usage that totals to 3 gigs.,Problem Investigation,Positive,0.63,2,0,0,0,0,0,0,0,0
C,Ok. I really thought that my plan included data.,Problem Investigation,Positive,0.67,2,0,0,0,0,0,0,0,0
A,"Well, no, it does not.",Problem Investigation,Neutral,0.5,2,0,0,0,0,0,0,0,0
A,But I will be happy to add a data to your plan.,Problem Investigation,Positive,0.78,2,0,0,0,0,0,0,0,0
A,For only five dollars more you get 10 gigs of data and it's more value for your money considering the current situation.,Problem Investigation,Neutral,0.6,2,0,0,0,0,0,0,0,0
A,How does that sound to you?,Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
C,Um okay that sounds good.,Problem Investigation,Positive,0.78,2,0,0,0,0,0,0,0,0
A,"That's good, so I'll add the data plan to your account right away and since you are a valued customer, I will also take care of the $10 charge for you.",Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
C,I mean that's great.,Problem Investigation,Positive,0.61,2,0,0,0,0,0,0,0,0
A,So let me just process the reversal real quick okay and it's done so let me just recap everything we have talked about the $10 charge.,Problem Investigation,Neutral,0.66,2,0,0,0,0,0,0,0,0
A,I have added a data plan of 10 gigs to your account so that's going to be $5 more in addition to the $25 that you are already paying every month and the $10 charge for this billing period was already reversed.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
C,"It's strictly appreciated, thank you.",Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
A,You're welcome and just to let you know you can also check your data usage by texting data to 777.,Problem Investigation,Positive,0.77,2,0,0,0,0,0,1,0,0
A,"So, have I addressed all your concerns today?",Problem Investigation,Positive,0.8,3,0,0,0,0,0,0,1,0
C,Yes you have.,Problem Investigation,Neutral,0.71,3,0,0,0,0,0,0,0,0
A,Well it's been my pleasure to assist you Francis.,Problem Investigation,Positive,0.85,2,0,0,0,0,0,0,0,0
A,"Once again, my name is Rhea.",Greetings,Positive,0.75,0,0,1,0,0,0,0,0,0
A,Thank you for calling Sprite and hope you have a great day,Closure,Positive,0.85,3,0,0,0,0,0,0,0,0
C,"Do the same, bye bye.",Closure,Positive,0.77,3,0,0,0,0,0,0,0,0
A,Thank you for calling Life Member Services.,Problem Investigation,Positive,0.77,3,1,0,0,0,0,0,0,0
A,This is Raya.,Problem Investigation,Positive,0.76,0,0,1,0,0,0,0,0,0
A,How can I help you today?,Greetings,Positive,0.78,0,0,0,1,0,0,0,0,0
C,I have a question about something I received in a mail.,Problem Investigation,Positive,0.57,2,0,0,0,0,0,0,0,0
A,"Sure, I'll be glad to assist you with that mail.",Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,Can you please tell me more about the mail you received?,Problem Investigation,Neutral,0.45,2,0,0,0,0,0,0,0,0
C,"Well you see it's like this: a couple weeks ago, I was involved in an accident and I was rushed to hospital but I feel better now anyways.",Problem Investigation,Neutral,0.42,2,0,0,0,0,0,0,0,0
C,I was under the impression that my insurance or you guys will cover the whole bill but this paperwork says something else.,Problem Investigation,Neutral,0.59,2,0,0,0,0,0,0,0,0
A,I am sincerely glad to know that you're all good now.,Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
A,I will be happy to check your account so that I can help you better.,Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
A,May I have your complete name and member ID?,Account Verification,Positive,0.78,1,0,0,0,1,1,0,0,0
C,"Peter Porter, ID Number is 6757897.",Account Verification,Positive,0.78,1,0,0,0,0,0,0,0,0
A,Thank you Peter.,Problem Investigation,Positive,0.82,1,0,0,0,0,0,0,0,0
A,How about your date of birth and address?,Account Verification,Neutral,0.6,1,0,0,0,1,1,0,0,0
C,It's May 12 85. ,Account Verification,Neutral,0.76,1,0,0,0,0,0,0,0,0
C,"321, First Street, LA.",Account Verification,Positive,0.78,1,0,0,0,0,0,0,0,0
A,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,"Let me check your account real quick, ok?",Problem Investigation,Neutral,0.59,2,0,0,0,0,0,0,0,0
C,Ok.,Problem Investigation,Neutral,0.43,2,0,0,0,0,0,0,0,0
A,"I've been checking here Peter, it shows that a claim for $1000 was paid last week that was August 12 and that it says that it actually covers your entire bill.",Problem Investigation,Neutral,0.66,2,0,0,0,0,0,0,0,0
A,"By the way that letter that you received, on the topmost right part, does it say this is not a bill?",Problem Investigation,Neutral,0.41,2,0,0,0,0,0,1,0,0
C,Oh well!,Problem Investigation,Neutral,0.67,2,0,0,0,0,0,0,0,0
C,"Now that you mention it, it does say this is not a bill.",Problem Investigation,Neutral,0.4,2,0,0,0,0,0,0,0,0
A,"Ok, that's good to know because what you have there is an EOB or an explanation of benefits.",Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
A,It should show the breakdown of the charges and the amount that we your insurance paid for.,Problem Investigation,Neutral,0.67,2,0,0,0,0,0,0,0,0
A,"So you see every time a claim is processed, you will get that information for transparency see and I truly apologize for the confusion that this letter has cost you.",Problem Investigation,Positive,0.63,2,0,0,0,0,0,0,0,0
C,Ah see.,Problem Investigation,Neutral,0.6,2,0,0,0,0,0,0,0,0
C,That's good because you know I still have some medicine to buy and the last thing that I want right now is to pay another bill.,Problem Investigation,Negative,0.34,2,0,0,0,0,0,0,0,0
A,I know I understand I'm glad to clear things up for you and again no need to worry about the hospital bill we took care of it for you.,Problem Investigation,Positive,0.86,2,0,0,0,0,0,0,0,0
A,"Just take care of yourself, okay?",Problem Investigation,Neutral,0.4,2,0,0,0,0,0,0,0,0
C,"Well, okay.",Problem Investigation,Neutral,0.61,2,0,0,0,0,0,0,0,0
C,Thank you so much.,Closure,Positive,0.67,3,0,0,0,0,0,0,0,0
A,Have I addressed your concerns today?,Problem Investigation,Positive,0.8,3,0,0,0,0,0,0,1,0
C,Yes. you have. Oh I'm just happy everything is paid for.,Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
A,"Yes, it is.",Account Verification,Neutral,0.51,1,0,0,0,0,0,0,0,0
A,"Well Peter, if there's nothing else, thank you so much for choosing Life Member Services.",Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
A,You take care and I'm wishing for your speedy recovery,Closure,Positive,0.73,3,0,0,0,0,0,0,0,0
C,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,Great day here at Amazing Flowers.,Problem Investigation,Positive,0.86,2,0,0,0,0,0,0,0,0
A,This is Rael.,Problem Investigation,Neutral,0.6,0,0,1,0,0,0,0,0,0
A,Would you like to place an order?,Problem Investigation,Neutral,0.77,2,0,0,0,0,0,0,0,0
C,"Yeah, I'd like to place an order for a bouquet of red and white roses.",Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,I'll be happy to order the bouquet for you.,Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,Can I have your name please?,Account Verification,Positive,0.83,1,0,0,0,1,1,0,0,0
C,Amanda Bynes,Account Verification,Positive,0.81,1,0,0,0,0,0,0,0,0
A,Thank You Amanda.,Problem Investigation,Positive,0.79,1,0,0,0,0,0,0,0,0
A,"So, just to confirm your order is a bouquet of red and white roses that's going to be $45.",Problem Investigation,Positive,0.58,2,0,0,0,0,0,0,0,0
A,Would you like to add a pack of Hardy chocolates?,Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
A,You only need to add seven dollars more for that.,Problem Investigation,Negative,0.4,2,0,0,0,0,0,0,0,0
C,Okay sounds good.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
C,"Yes sure, I'll get that.",Problem Investigation,Positive,0.82,2,0,0,0,0,0,0,0,0
C,Will it be delivered by tomorrow?,Problem Investigation,Neutral,0.5,2,0,0,0,0,0,1,0,0
A,"Since it's already after the cutoff of orders, the package will be delivered the next day, Wednesday.",Problem Investigation,Positive,0.6,2,0,0,0,0,0,0,0,0
C,"Okay, that's fine!",Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
A,Perfect.,Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
A,Can I please have the name and a shipping address for the order?,Problem Investigation,Positive,0.76,2,0,0,0,1,1,0,0,0
C,Diana Ross.,Account Verification,Positive,0.54,1,0,0,0,0,0,0,0,0
C,"Her address is seven eight nine, North Henderson Road, Philadelphia PA and the zip code is one nine four zero six.",Problem Investigation,Positive,0.73,1,0,0,0,0,0,0,0,0
A,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,"Would you like to charge that on Visa, Mastercard or American Express?",Problem Investigation,Positive,0.65,2,0,0,0,0,0,0,0,0
C,"Visa, the number is 4293465436245682.",Account Verification,Positive,0.66,1,0,0,0,0,0,0,0,0
A,"Thank you, and, the expiration date and CVV code please.",Problem Investigation,Positive,0.8,1,0,0,0,1,0,0,0,0
C,Expiration date is January 2020 and the CVV code is  458.,Problem Investigation,Positive,0.57,1,0,0,0,0,0,0,0,0
A,"Alright and, can I have the billing address of your card please?",Problem Investigation,Positive,0.8,2,0,0,0,1,1,0,0,0
C,"Sure, it's 3421, 4th avenue, Sacramento California 94235.",Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,Thank You Amanda.,Problem Investigation,Positive,0.79,1,0,0,0,0,0,0,0,0
A,"All I need now, is the email address for the order and your mobile number and we're all set.",Problem Investigation,Positive,0.7,2,0,0,0,0,0,0,0,0
C,That's missamandabynes@gmail.com.,Account Verification,Positive,0.72,2,0,0,0,0,0,0,0,0
C,My number is 3103450984.,Account Verification,Positive,0.78,1,0,0,0,0,0,0,0,0
A,Let me repeat that.,Problem Investigation,Neutral,0.54,2,0,0,0,0,0,0,0,0
A,That's miss Amanda Bynes.,Greetings,Positive,0.85,0,0,1,0,0,0,0,0,0
A,That's M I S S A M A N D A B Y N E S.,Greetings,Positive,0.4,0,0,0,0,0,0,0,0,0
A,"So that's Miss Amanda Bynes, your first name and your last name @ gmail.com and number is 3 1 0 3 4 5 0 9 8 4.",Problem Investigation,Positive,0.83,2,0,0,0,0,0,0,0,0
A,Is that right?,Problem Investigation,Neutral,0.53,2,0,0,0,0,0,0,0,0
C,That's right.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,Right so your order has been processed.,Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
A,That's one bouquet of red and white roses with one pack of hardy chocolates.,Problem Investigation,Positive,0.5,2,0,0,0,0,0,0,0,0
A,That's a total of $52.,Problem Investigation,Positive,0.37,2,0,0,0,0,0,0,0,0
A,It will be delivered this on Wednesday and you will receive an electronic receipt to your email address and a notification to your mobile.,Problem Investigation,Positive,0.64,2,0,0,0,0,0,0,0,0
A,"And, today is the last day of free shipping, so it's good that you will not have to pay a delivery fee at all.",Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
A,Do you have any questions for me?,Problem Investigation,Positive,0.76,3,0,0,0,0,0,0,1,0
C,No more.,Problem Investigation,Neutral,0.42,2,0,0,0,0,0,0,0,0
C,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,My pleasure.,Problem Investigation,Positive,0.62,3,0,0,0,0,0,0,0,0
A,Thank you so much for your order Amanda.,Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
A,Have a great evening.,Closure,Positive,0.86,3,0,0,0,0,0,0,0,0
A,"Hello, Good Morning.",Greetings,Positive,0.85,0,0,0,0,0,0,0,0,0
