,Start Time,End Time,Speaker,Transcription,Confidence
207,671.8584687500002,674.0690937500001,SPEAKER_01,O QAY I WILL MAKE NOTE OF THAT,0.9591175317764282
208,674.86221875,681.15659375,SPEAKER_01,AND AFTER THE INVESTIGATION WHICH USUALLY TAKES FIVE TO SEVEN BUSINESS DAYS I WILL CHECK WITH THE SUPPLIER FOR TITSAVAILABILITY,0.9582877159118652
209,681.5278437500001,682.30409375,SPEAKER_01,AVAILABILITY,0.960983395576477
210,682.6415937500001,683.46846875,SPEAKER_01,AND THEN THEY CAN,0.933639407157898
211,683.60346875,685.12221875,SPEAKER_01,PROSS IS THE REPLACEMENT FOR YOU,0.9766848683357239
212,686.92784375,689.76284375,SPEAKER_00,OKAY IT'S DISAPPOINTING THAT THIS IS TO HAPPEN,0.957677960395813
213,690.2522187500001,698.58846875,SPEAKER_00,BUT O K WHATEVER AT LEAST I DON'T HAVE TO FILE A DISPUTE TO BE HONEST I WAS I WAS ALREADY THINKING OF CALLING MY BANK THIS MORNING AND FILING A DISPUTE,0.9614382386207581
214,699.04409375,699.8203437500001,SPEAKER_01,YES EH,0.9297781586647034
215,700.1072187500001,703.6003437500001,SPEAKER_01,THIS IS DEAF AND ONLY NOT THE EXPERIENCE THAT WE WANT YOU TO HAVE BUT,0.9539573788642883
216,704.08971875,707.86971875,SPEAKER_01,WE WILL TRY OUR BEST AND TO MAKE THIS AS EASY AS POSSIBLE FOR YOU,0.9673539996147156
217,708.32534375,709.8103437500001,SPEAKER_01,CONSIDERING THE SITUATION,0.9675305485725403
218,710.43471875,711.56534375,SPEAKER_01,I WERE ALSO,0.9528900980949402
219,711.7847187500001,716.4084687500001,SPEAKER_01,KEEP THIS CASE IN PROGRESS O WHATEVER QUESTIONS SHE MIGHT HAVE DURING THE INVESTIGATION,0.9560787081718445
220,716.88096875,721.25159375,SPEAKER_01,YOU JUST REPLY TO THE SAME FEMALE THREAD AND I WILL BE THERE TO ANSWER YOUR QUESTIONS,0.9687720537185669
221,722.4497187500001,723.5634687500001,SPEAKER_00,SO LETHIM GET THE STRAIGHT,0.857764482498169
222,724.18784375,729.9084687500001,SPEAKER_00,SEVEN BUSINESS DAYS FOR THE INVESTIGATION AND IF IT ISN'T FOUND YOU'RE GRING A CHECK WITH A TEAM IF IT'S AVAILABLE AND IF IT'S AVAILABLE,0.9384691715240479
223,726.5672187499999,726.92159375,SPEAKER_01,EDISN,0.7519834637641907
224,730.1953437500001,732.23721875,SPEAKER_00,ANOTHER SEVEN DAYS TO DELIVER THE REPLACEMENT,0.9833860397338867
225,733.23284375,740.2865937500001,SPEAKER_01,YES TABATHA THAT'S CORRECT BUT OF COURSE IF THEY FIND THE PARCEL DURING THE INVESTIGATION THEN YOU DON'T NEED TO WAIT THAT LONG,0.973258912563324
226,740.55659375,742.8684687500001,SPEAKER_01,THAT'S ALREADY THE MAXIMUM TIME FRAME,0.9790798425674438
227,743.93159375,747.4922187500001,SPEAKER_00,YEAH WELL I HOPE THEY DO BUT IHONESTLY DON'T HAVE MUCH HOPE FOR IT,0.9505254626274109
228,747.6609687499999,750.4622187500001,SPEAKER_00,BUT O Q OR A POLACEMAN'S FINE I GUESS,0.9483577609062195
229,752.47034375,755.87909375,SPEAKER_01,OKAYET I I CANNOT GUARANTEE THAT A HUNDRED PER CENT THAT THEY WOULD,0.9302454590797424
230,756.14909375,757.7859687499999,SPEAKER_01,FIND YOUR MISSING PARCEL BUT,0.9646742343902588
231,758.1740937500001,759.94596875,SPEAKER_01,THERE HAVE BEEN CASES IN THE PAST,0.9685525298118591
232,760.46909375,762.59534375,SPEAKER_01,WHEN THEY DID FIND THE MISSING PARCEL AN,0.9572296738624573
233,763.05096875,764.9240937500001,SPEAKER_01,I WILL OF COURSE UPDATE YOU,0.9767159819602966
234,765.44721875,766.6453437499999,SPEAKER_01,THROUGHOUT THE PROCESS,0.9886191487312317
235,767.5734687500001,773.6653437500001,SPEAKER_00,O KA AS WEGUS THAT'S MY BEST OPTION AM WHAT DO YOU E ME TO DO JUST REPLIED TOYOUR EMALE SAYING THAT I DIDN'T RECEIVE A PARCEL,0.9126697182655334
236,774.2390937499999,776.28096875,SPEAKER_01,THAT'S CORRECT I HAVE JUST SENT YOU THE EMAIL,0.9630042314529419
237,777.0065937500001,779.8415937500001,SPEAKER_00,RIGHT I WILL REPLY IN FIVE MINUTES I'M GOING TO HAVE MY LUNCH BREAK,0.9425048828125
238,780.1115937500001,780.8203437500001,SPEAKER_00,WHAS YOUR NAME AGAIN,0.9280904531478882
239,781.0734687500001,781.6809687500001,SPEAKER_00,CANDAS,0.9603163003921509
240,782.40659375,786.06846875,SPEAKER_00,AR RIGT CANVAS THANK YOU SO MUCH THAT'S ALL I NEED FOR NOW I HAVE TO GO,0.9391757249832153
241,786.37221875,786.7265937500001,SPEAKER_00,BY N,0.7727026343345642
242,786.54096875,789.71346875,SPEAKER_01,RENJOY YOUR LUNCH TABITHA THINK OF RECALLING QUISCHAN BY,0.9239486455917358
243,790.33784375,793.39221875,SPEAKER_01,ALL RIGHT IS YE CAN SEE THIS VIDIO IS PURELY MAC CALLS,0.9363303184509277
244,793.8647187500001,797.89784375,SPEAKER_01,IF HE WANT DETAILED EXPLANATIONS OF ALL THE THINGS THAT CLAIRE DID WRONG,0.9544225335121155
245,798.21846875,799.60221875,SPEAKER_01,AND CANDIS DID RIGHTE,0.926997721195221
246,799.99034375,803.5678437500001,SPEAKER_01,HEAD OVER TO THIS VIDIO AT THE TOP WHICH WILL BE AVAILABLE,0.9762516021728516
247,804.20909375,805.20471875,SPEAKER_01,AMANEST UPLOAD,0.8858463764190674
248,806.20034375,807.48284375,SPEAKER_01,RIGHT THINK US ALL,0.9675362706184387
249,808.2422187500001,809.0522187500001,SPEAKER_01,AS ELFORD TO DAY,0.8760296106338501
250,809.84534375,813.92909375,SPEAKER_01,IT'S REALLY AWKWARD FLOGGING OUTSIDE BUT OH WELL I GE GET USED TO IT,0.9532482028007507
251,813.9797187500001,814.48596875,SPEAKER_01,FIGHTIN,0.8908355236053467
252,815.09346875,816.9665937500001,SPEAKER_01,THINK YO FOR WATCHING HEOTHER HEY,0.903167724609375
